ExtractDate,PublisherURI,PublisherLabel,OrganisationURI,OrganisationLabel,CaseReference,CaseURL,CaseDate,ServiceTypeURI,ServiceTypeLabel,ClassificationURI,ClassificationLabel,CaseText,LocationText,DecisionTargetDate,Status,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicencsingURL,DecisionDate,Decision,DecisionType,DecisionNoticeDate,AppealRef,AppealDecisionDate,AppealDecision,GeoAreaURI,GeoAreaLabel,GroundArea,UPRN,Agent,PublicConsultationStartDate,publicConsultationEndDate,ResponsesFor,ResponsesAgainst
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00100/MMAM,http://publicaccess2.milton-keynes.gov.uk/online-applications/,20/01/2014,http://id.esd.org.uk/service/1740,Planning minor material amendments ,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Minor material amendments to planning permission 13/02451/FUL; increase depth and height of inglenoo,Ash House Watling Street Little Brickhill Milton Keynes MK17 9NB ,17/03/2014,Decided,,,,,10/03/2014,Approve,Delegated,,,,,,,,,Mr Derek Nicholls,,20/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00109/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,21/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Replacement garden wall,22 Brill Place Bradwell Common Milton Keynes MK13 8LP ,18/03/2014,Decided,,,,,17/03/2014,Refuse,Delegated,,,,,,,,,Mr Manjit Virdee,,28/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00011/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,07/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6007,Q13 Minor dwellings,Construction of 5 x residential dwellings together with associated accesses; parking and landscaping,77 Stacey Avenue Wolverton Milton Keynes MK12 5DN ,05/03/2014,Decided,,,,,03/03/2014,Approve,Committee,,,,,,,,,Mr David Frost,,13/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00012/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,03/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Erection of conservatory,62 Wagstaff Way Olney MK46 5FB ,10/03/2014,Decided,,,,,10/03/2014,Approve,Delegated,,,,,,,,,Graham Holmes Astraseal Ltd,,04/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00013/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,07/01/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of conditions 3 (stain finish) and 4 (landscaping) attached ,18 Simpson Road Walton Park Milton Keynes MK7 7HN ,04/03/2014,Decided,,,,,03/03/2014,Split,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00022/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,08/01/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Prior notification for a proposed single storey rear extension measuring 5 metres from the rear wall,7 Dalvina Place Hodge Lea Milton Keynes MK12 6JF ,18/02/2014,Decided,,,,,11/02/2014,Prior not required,Delegated,,,,,,,,,Mr M Virdee,,10/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00125/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,23/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Alterations to existing building and site and single storey side extension,Springfield Meeting Place Springfield Boulevard Springfield Milton Keynes MK6 3JH ,25/03/2014,Decided,,,,,24/03/2014,Approve,Delegated,,,,,,,,,Robert de Grey,,13/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00127/TCA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,24/01/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Notification of intention to remove 1 x Whitebeam tree,4 Waterhouse Close Newport Pagnell MK16 0EL ,06/03/2014,Decided,,,,,17/02/2014,,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00055/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,14/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Change of use from walkway to external dining area with the daily placement of tables and chairs and,Wagamama 7 Sunset Walk Central Milton Keynes Milton Keynes MK9 3PD ,11/03/2014,Live,,,,,,,,,,,,,,,,Mr David Bass,,25/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00056/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,14/01/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advertisement consent for inclusion of company name logo on barrier/windbreaks,Wagamama 7 Sunset Walk Central Milton Keynes Milton Keynes MK9 3PD ,11/03/2014,Live,,,,,,,,,,,,,,,,Mr David Bass,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00057/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,14/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Replacement front windows (retrospective),51 Windsor Street Wolverton Milton Keynes MK12 5AN ,11/03/2014,Decided,,,,,03/03/2014,Refuse,Delegated,,,,,,,,,,,12/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00063/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,14/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Variation of condition 1 (approved plans) and 4 (window restrictions) attached to planning permissio,1 Wincanton Hill Bletchley Milton Keynes MK3 5NU ,11/03/2014,Decided,,,,,10/03/2014,Approve,Delegated,,,,,,,,,,,21/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00065/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,15/01/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of conditions 9 (junction arrangement); 10 (visibility splay,Oakgrove Phases 2 Atlas Way Oakgrove Milton Keynes  ,13/03/2014,Decided,,,,,10/02/2014,Approve,Delegated,,,,,,,,,Savills,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00067/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6006,Q6 Major all other major developments,Change of use to allow for the inclusion of (use class B2) general industrial in addition to approve,Charles Tyrwhitt LLP Unit 3D Michigan Drive Tongwell Milton Keynes MK15 8HQ ,17/04/2014,Decided,,,,,15/04/2014,Approve,Delegated,,,,,,,,,,,18/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00071/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey side extension; removal of existing chimney and raising part of the existing flat roof,24 Downham Road Woburn Sands Milton Keynes MK17 8NQ ,18/03/2014,Decided,,,,,17/03/2014,Approve,Delegated,,,,,,,,,Mr Paul Elliott,,20/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00072/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Demolition of outbuildings and conversion of barn plus two storey extension into residential annex,100 High Street Olney MK46 4BE ,24/03/2014,Withdrawn,,,,,20/03/2014,Withdrawn,,,,,,,,,,J Kelly,,27/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00025/EIASCR,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/01/2014,http://id.esd.org.uk/service/1738,Environmental Impact Assessment screening,,,Screening opinion request for the demolition of existing indoor gym and changing facilities.  Constr,The Radcliffe School Aylesbury Street West Wolverton Milton Keynes MK12 5BT ,29/01/2014,Decided,,,,,28/01/2014,,Delegated,,,,,,,,,Mr Robert White,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00434/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,25/02/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Erection of porch to the front and amended single storey side extension (retrospective) (resubmissio,17 The Crescent Haversham Milton Keynes MK19 7AN ,22/04/2014,Decided,,,,,22/04/2014,Approve,Delegated,,,,,,,,,,,02/04/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00073/LBC,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/01/2014,http://id.esd.org.uk/service/514,Listed building consent ,http://opendatacommunities.org/def/concept/planning/application/6000/6016,Q23 Other listed building consents (alter-extend),Listed building consent for the demolition of outbuildings and conversion of barn plus two storey ex,100 High Street Olney MK46 4BE ,24/03/2014,Withdrawn,,,,,20/03/2014,Withdrawn,,,,,,,,,,J Kelly,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00077/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,First floor side extension; single storey rear extension and conversion of garage to habitable livin,24 Tudor Gardens Stony Stratford Milton Keynes MK11 1HX ,14/03/2014,Decided,,,,,13/03/2014,Approve,Delegated,,,,,,,,,Broughton Beatty Ltd,,18/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00078/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/01/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Prior notification for a proposed single storey rear extension measuring 5 metres from the rear wall,7 Thirsk Gardens Bletchley Milton Keynes MK3 5LH ,26/02/2014,Decided,,,,,20/02/2014,Prior not required,Delegated,,,,,,,,,,,17/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00079/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/01/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of conditions 4; 5; 6 and 11 attached to planning permission,Broughton Manor Preparatory School Newport Road Broughton Milton Keynes MK10 9AA ,17/03/2014,Decided,,,,,14/03/2014,Split,Delegated,,,,,,,,,Mr David Coles,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00080/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6007,Q13 Minor dwellings,Replacement barn structure to form dwelling,Manor Farm  Newport Road Hardmead Newport Pagnell MK16 9JR,18/03/2014,Decided,,,,,03/03/2014,Refuse,Committee,,,,,,,,,Knight Architecture & Design,,19/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00081/LBC,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/01/2014,http://id.esd.org.uk/service/514,Listed building consent ,http://opendatacommunities.org/def/concept/planning/application/6000/6017,Q24 Other listed building consents (demolish),Removal of barn 3 and erection of detached dwelling,Manor Farm  Newport Road Hardmead Newport Pagnell MK16 9JR,18/03/2014,Withdrawn,,,,,,Withdrawn,,,,,,,,,,Knight Architecture & Design,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00082/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Part two storey and part single storey rear extensions,19 Richmond Way Newport Pagnell MK16 0LF ,19/03/2014,Decided,,,,,19/03/2014,Approve,Delegated,,,,,,,,,Mr Robin Bradbury,,27/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00083/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Applied smooth coat render finish to existing dwelling and approved extension; painted cream (variat,27 Little Linford Lane Newport Pagnell MK16 8DG ,14/03/2014,Decided,,,,,13/03/2014,Approve,Delegated,,,,,,,,,Mr Simon Charter,,19/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00084/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6007,Q13 Minor dwellings,Demolition of barns 4; 5 and 6 and replacement barn structures to form 3 dwellings,Manor Farm  Newport Road Hardmead Newport Pagnell MK16 9JR,18/03/2014,Decided,,,,,26/02/2014,Refuse,Committee,,,,,,,,,Knight Architecture And Design,,19/02/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00085/LBC,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/01/2014,http://id.esd.org.uk/service/514,Listed building consent ,http://opendatacommunities.org/def/concept/planning/application/6000/6017,Q24 Other listed building consents (demolish),Demolition of barns 4; 5 and 6 and replacement barn structures to form 3 dwellings,Manor Farm  Newport Road Hardmead Newport Pagnell MK16 9JR,18/03/2014,Withdrawn,,,,,,Withdrawn,,,,,,,,,,Knight Architecture And Design,,,,
